city,pool,garage,sqft,bed,bath,price
Long Beach,no,yes,1909,4,3,452796
Santa Monica,no,yes,1900,1,1,884387
Westwood,no,yes,2340,4,3,570875
Long Beach,yes,yes,2450,2,1,750042
Long Beach,no,yes,2288,2,1,844174
Long Beach,yes,yes,2226,5,4,257586
Santa Monica,no,yes,2025,4,3,699784
Santa Monica,no,yes,1955,4,3,760055
Long Beach,no,yes,2239,4,3,681420
Long Beach,yes,yes,2630,5,4,640183
Long Beach,no,yes,1663,4,3,326267
Santa Monica,no,yes,1501,1,1,1028775
Santa Monica,yes,yes,2566,3,2,1018377
Westwood,no,yes,1413,2,1,223187
Westwood,no,yes,2666,4,3,1117186
Westwood,no,yes,1682,2,1,515705
Long Beach,no,yes,2382,3,2,705914
Long Beach,no,yes,2203,3,2,647931
Long Beach,no,yes,2305,2,1,948639
Long Beach,no,yes,2066,4,3,350542
Santa Monica,no,yes,2413,4,3,565771
Santa Monica,no,yes,2413,4,3,565771
Westwood,yes,no,2245,3,2,306458
Long Beach,no,yes,1960,2,1,499907
Long Beach,yes,yes,2002,2,1,475947
Long Beach,no,yes,2039,6,5,638849
Santa Monica,no,yes,2237,3,2,555289
Long Beach,no,yes,2215,5,4,716822
Santa Monica,yes,yes,2041,3,2,637265
Santa Monica,no,yes,2002,6,5,824883
Westwood,no,yes,2365,2,1,476901
Long Beach,no,yes,2284,2,1,775187
Westwood,no,yes,2284,4,3,682318
Long Beach,yes,no,1909,5,4,486172
Westwood,yes,no,2008,2,1,438752
Long Beach,no,yes,2235,4,3,472642
Santa Monica,yes,yes,2132,2,1,916536
Long Beach,no,yes,1351,1,1,142787
Westwood,no,yes,2121,2,1,1052361
Westwood,no,yes,1728,3,2,548062
Long Beach,yes,no,1767,3,2,486610
Long Beach,no,yes,3057,4,3,670496
Long Beach,no,no,1954,2,1,713075
Santa Monica,no,yes,1676,2,1,241102
Long Beach,no,no,1878,2,1,320453
Westwood,yes,yes,2853,2,1,872122
Long Beach,no,yes,2148,2,1,622014
Long Beach,no,yes,2053,2,1,389314
Long Beach,no,yes,1861,5,4,656517
Santa Monica,no,no,1743,2,1,909773
Santa Monica,yes,no,1574,3,2,847221
Westwood,no,no,1798,3,2,527690
Westwood,yes,no,1589,4,3,603609
Long Beach,no,yes,2531,4,3,469537
Westwood,no,yes,2463,4,3,349169
Westwood,no,yes,2590,2,1,664488
Westwood,no,yes,2217,2,1,631953
Long Beach,no,yes,1840,3,2,334859
Westwood,yes,yes,1949,2,1,439195
Long Beach,yes,yes,2375,6,5,630598
Long Beach,no,no,1640,2,1,480660
Westwood,yes,no,2088,5,4,676397
Santa Monica,no,yes,2144,3,2,934397
Long Beach,no,no,1588,3,2,424725
Long Beach,no,yes,2326,3,2,690046
Westwood,yes,yes,1903,2,1,481071
Westwood,yes,yes,1932,1,1,651308
Westwood,no,yes,1998,2,1,460256
Westwood,no,no,2436,5,4,812141
Long Beach,no,yes,2519,1,1,1500570
Westwood,no,yes,1694,3,2,617229
Westwood,no,yes,1903,2,1,674647
Long Beach,no,yes,1833,2,1,354443
Santa Monica,yes,yes,2631,7,6,1302116
Westwood,yes,yes,1766,1,1,658170
Westwood,no,yes,2344,2,1,932959
Long Beach,no,yes,2329,5,4,730845
Long Beach,yes,yes,1524,3,2,388352
Santa Monica,no,yes,1661,3,2,682973
Westwood,no,yes,2469,1,1,849479
Long Beach,no,yes,1798,2,1,560901
Santa Monica,no,yes,1669,3,2,631108
Santa Monica,no,no,1766,5,4,285622
Westwood,no,yes,1751,4,3,389152
Santa Monica,no,no,1846,1,1,1055966
Santa Monica,no,no,2396,2,1,784335
Santa Monica,no,yes,1996,2,1,936861
Westwood,no,yes,2044,1,1,740410
Santa Monica,no,yes,1499,6,5,826878
Santa Monica,no,yes,1622,2,1,728935
Westwood,no,no,1386,1,1,335372
Long Beach,no,no,2218,5,4,646741
Long Beach,no,no,1644,2,1,639571
Westwood,no,yes,2137,5,4,604918
Long Beach,no,no,2229,3,2,478189
Long Beach,no,yes,2091,1,1,437236
Santa Monica,yes,no,1787,7,6,584590
Long Beach,no,no,2064,4,3,354889
Long Beach,no,yes,2335,4,3,631994
Santa Monica,no,yes,2127,5,4,662374
Long Beach,no,yes,1626,1,1,285055
Long Beach,no,no,2287,6,5,577556
Westwood,no,yes,2662,4,3,1120005
Long Beach,yes,no,1593,2,1,315467
Long Beach,yes,yes,2630,5,4,640183
Santa Monica,yes,yes,1702,5,4,586529
Long Beach,no,yes,2033,2,1,830571
Westwood,no,yes,1525,4,3,175071
Westwood,yes,yes,1500,2,1,280526
Westwood,no,yes,1711,3,2,476443
Long Beach,yes,yes,1950,1,1,580253
Long Beach,no,no,1818,4,3,466318
Long Beach,no,yes,1566,2,1,876262
Santa Monica,no,yes,1901,4,3,751482
Santa Monica,no,yes,2067,2,1,1137128
Westwood,no,no,1329,2,1,348088
Santa Monica,no,yes,1920,6,5,554316
Westwood,no,no,1658,3,2,738852
Long Beach,no,no,2158,4,3,771587
Santa Monica,yes,yes,1411,2,1,858945
Long Beach,no,yes,1335,3,2,432283
Westwood,no,yes,1849,4,3,748579
Santa Monica,no,yes,1553,1,1,261207
Santa Monica,no,yes,2147,2,1,860697
Santa Monica,no,yes,1864,2,1,607587
Long Beach,no,yes,1517,4,3,460190
Long Beach,yes,yes,1491,2,1,421071
Santa Monica,no,yes,2031,1,1,694528
Santa Monica,no,yes,1642,2,1,557439
Santa Monica,no,yes,1927,2,1,750782
Long Beach,no,no,2530,2,1,786842
Santa Monica,no,yes,1567,1,1,197741
Long Beach,no,yes,2500,2,1,810400
Santa Monica,no,yes,1531,2,1,721993
Santa Monica,no,yes,2506,3,2,814142
Santa Monica,yes,no,1911,1,1,694303
Santa Monica,no,yes,2747,5,4,1115616
Santa Monica,yes,yes,1730,4,3,422249
Westwood,no,yes,2796,6,5,647791
Long Beach,no,yes,1351,1,1,142787
Westwood,no,no,1870,2,1,299022
Long Beach,no,yes,2681,2,1,919348
Westwood,yes,no,2488,6,5,629316
Long Beach,no,yes,1430,6,5,374841
Santa Monica,no,yes,1830,2,1,775048
Westwood,no,yes,1627,1,1,801263
Long Beach,no,no,2122,4,3,878865
Santa Monica,yes,yes,1532,3,2,367139
Long Beach,no,yes,2107,3,2,406786
Santa Monica,no,yes,1999,3,2,1002070
Westwood,no,yes,1875,2,1,469249
Long Beach,no,yes,1319,2,1,394074
Long Beach,no,yes,1507,4,3,802825
Santa Monica,no,yes,1762,4,3,874748
Long Beach,no,yes,2172,6,5,826568
Westwood,yes,no,2175,5,4,796003
Long Beach,no,yes,1849,4,3,791392
Santa Monica,no,no,2122,2,1,664931
Long Beach,no,yes,1592,1,1,363149
Long Beach,no,no,3023,6,5,723944
Long Beach,yes,yes,1359,2,1,455518
Westwood,no,no,1947,1,1,665898
Westwood,no,no,2099,3,2,719617
Santa Monica,no,yes,1992,4,3,685522
Long Beach,no,yes,1973,3,2,302921
Santa Monica,no,yes,2488,1,1,795577
Long Beach,no,yes,1254,1,1,308379
Westwood,no,yes,1993,2,1,435349
Long Beach,no,yes,2593,4,3,381524
Santa Monica,no,yes,1755,3,2,734136
Santa Monica,no,yes,2328,5,4,718591
Long Beach,no,yes,1762,4,3,183623
Long Beach,no,yes,1319,2,1,394074
Santa Monica,no,no,1524,2,1,906604
Westwood,no,yes,1594,1,1,228528
Santa Monica,yes,no,2182,5,4,861403
Westwood,yes,yes,1766,3,2,645120
Long Beach,no,yes,2042,1,1,650285
Long Beach,yes,yes,2543,4,3,624171
Santa Monica,no,yes,2407,4,3,877348
Santa Monica,no,yes,1661,4,3,317978
Long Beach,no,yes,1429,3,2,288380
Westwood,no,no,1983,3,2,216097
Westwood,no,yes,1988,2,1,143570
Long Beach,yes,no,1641,1,1,308099
Westwood,no,yes,2040,6,5,852573
Westwood,no,yes,1590,2,1,259253
Santa Monica,yes,no,2795,4,3,986001
Long Beach,yes,yes,2414,2,1,118938
Westwood,no,yes,1616,4,3,242881
Santa Monica,no,yes,1531,2,1,721993
Long Beach,yes,yes,1619,1,1,278233
Long Beach,no,yes,1638,2,1,456282
Long Beach,no,no,1836,2,1,362487
Long Beach,no,yes,2346,4,3,548867
Long Beach,yes,yes,1180,2,1,585626
Westwood,no,no,1813,1,1,691039
Long Beach,no,yes,1762,1,1,459623
Long Beach,yes,yes,1496,2,1,531981
Santa Monica,no,yes,2817,3,2,894371
Long Beach,no,yes,1838,6,5,374907
Long Beach,no,yes,2083,3,2,602771
Long Beach,yes,yes,1664,3,2,154893
Long Beach,no,no,1427,3,2,309851
Westwood,no,no,2113,4,3,300809
Santa Monica,no,yes,1698,4,3,552804
Westwood,yes,yes,2327,6,5,271289
Santa Monica,yes,yes,1286,2,1,520926
Long Beach,no,yes,1513,2,1,163153
Long Beach,no,yes,1834,4,3,223558
Long Beach,no,no,2288,4,3,380965
Westwood,no,no,1447,2,1,329085
Westwood,no,yes,2306,2,1,903096
Long Beach,no,yes,2602,5,4,793239
Long Beach,no,yes,2194,2,1,643585
Long Beach,no,yes,2204,3,2,621926
Long Beach,yes,no,1715,4,3,386852
Santa Monica,no,yes,2199,3,2,1000850
Long Beach,no,yes,1972,2,1,618161
Long Beach,no,yes,2393,3,2,341895
Long Beach,no,no,1248,3,2,211390
Westwood,no,yes,2080,3,2,306909
Long Beach,no,no,2088,1,1,610069
Santa Monica,no,yes,1582,3,2,740824
Westwood,no,no,2225,4,3,728881
Westwood,no,yes,1609,1,1,460803
Long Beach,no,yes,1960,4,3,515863
Long Beach,no,yes,1838,4,3,457431
Santa Monica,no,yes,2496,5,4,705079
Westwood,no,no,2743,2,1,726980
Long Beach,no,no,2064,1,1,318451
Westwood,no,no,1813,1,1,691039
Long Beach,no,yes,1536,2,1,298221
Long Beach,no,yes,2335,3,2,691032
Westwood,no,no,2413,2,1,924381
Long Beach,yes,yes,1684,2,1,247690
Long Beach,no,no,2372,5,4,174676
Long Beach,no,yes,1634,1,1,170581
Westwood,no,yes,1670,5,4,202707
Santa Monica,no,yes,1599,1,1,899644
Long Beach,no,yes,2084,2,1,159183
Long Beach,no,yes,2201,2,1,539933
Westwood,yes,no,1845,3,2,701029
Long Beach,no,yes,2013,2,1,301146
Long Beach,no,no,2139,3,2,531712
Santa Monica,no,no,1923,4,3,449847
Long Beach,no,yes,2521,4,3,808630
Long Beach,no,yes,1574,4,3,199826
Long Beach,no,no,2545,5,4,460311
Long Beach,no,yes,2293,3,2,828436
Long Beach,no,yes,2191,4,3,666674
Long Beach,yes,yes,2213,3,2,571331
Long Beach,no,yes,2311,2,1,605437
Santa Monica,no,yes,2109,4,3,609289
Santa Monica,no,yes,2173,8,7,499493
Santa Monica,yes,no,1948,7,6,759158
Long Beach,yes,yes,2668,4,3,608257
Long Beach,no,yes,1659,1,1,423483
Long Beach,no,no,1981,2,1,666457
Westwood,no,yes,2366,7,6,599293
Westwood,no,no,2619,4,3,789016
Westwood,no,yes,1859,3,2,460230
Long Beach,no,yes,2329,2,1,500466
Westwood,yes,yes,2397,6,5,458974
Long Beach,no,yes,2009,2,1,721097
Santa Monica,yes,no,2653,2,1,791938
Long Beach,no,yes,2052,4,3,385993
Santa Monica,no,yes,1663,4,3,757511
Long Beach,no,no,1648,1,1,267285
Long Beach,no,yes,1975,4,3,342753
Westwood,no,yes,2108,3,2,577976
Santa Monica,no,yes,2302,3,2,968387
Santa Monica,no,yes,2494,2,1,1008486
Westwood,no,yes,1886,2,1,268971
Long Beach,yes,yes,2444,3,2,561680
Santa Monica,no,no,2373,1,1,773194
Long Beach,no,no,1910,1,1,545347
Santa Monica,no,yes,1660,1,1,398984
Long Beach,no,yes,2307,5,4,798429
Long Beach,no,no,2045,3,2,366370
Long Beach,no,yes,1566,2,1,876262
Santa Monica,no,yes,2738,6,5,932383
Westwood,no,yes,2430,4,3,1042894
Santa Monica,no,yes,2118,2,1,715361
Westwood,no,yes,2050,4,3,628266
Westwood,no,no,1818,4,3,216766
Long Beach,no,yes,1752,2,1,651099
Santa Monica,no,no,2147,4,3,857145
Santa Monica,yes,yes,2385,6,5,1119342
Long Beach,yes,yes,2646,1,1,515603
Long Beach,no,yes,1944,2,1,489828
Westwood,no,yes,2376,1,1,727731
Westwood,no,yes,2210,5,4,505088
Long Beach,no,yes,1898,2,1,258507
Long Beach,no,yes,1694,3,2,189648
Long Beach,no,yes,2107,3,2,406786
Long Beach,no,yes,1367,1,1,380408
Long Beach,no,no,2309,2,1,435128
Santa Monica,no,no,2167,2,1,765026
Long Beach,no,no,2013,7,6,631645
Westwood,no,yes,1553,5,4,511175
Santa Monica,no,yes,2031,1,1,694528
Westwood,no,yes,2158,1,1,628255
Long Beach,yes,yes,2504,5,4,768006
Long Beach,no,yes,1944,2,1,489828
Long Beach,no,yes,1533,3,2,479024
Long Beach,no,yes,1440,2,1,199410
Westwood,no,no,2165,1,1,821760
Long Beach,no,yes,1568,4,3,498345
Santa Monica,no,yes,1966,3,2,721526
Long Beach,no,no,2476,2,1,474544
Long Beach,no,yes,1367,2,1,359974
Westwood,no,no,1821,4,3,564144
Santa Monica,no,yes,2217,4,3,969086
Long Beach,no,no,1799,3,2,315638
Westwood,no,yes,1275,4,3,192238
Long Beach,yes,yes,2190,5,4,610016
Long Beach,no,no,2215,3,2,574269
Santa Monica,no,yes,1901,3,2,751823
Westwood,no,no,2126,5,4,635808
Long Beach,no,yes,1782,7,6,594082
Santa Monica,yes,yes,2322,3,2,662558
Long Beach,yes,yes,1288,2,1,614372
Santa Monica,no,yes,2099,3,2,522239
Santa Monica,no,yes,1423,3,2,341036
Westwood,no,no,2521,4,3,804040
Santa Monica,no,no,2162,2,1,809433
Long Beach,no,yes,1956,7,6,848059
Long Beach,no,yes,1731,3,2,761485
Long Beach,no,yes,2622,4,3,644073
Long Beach,no,yes,1365,2,1,281592
Santa Monica,no,no,2167,2,1,765026
Long Beach,no,no,2292,1,1,1103734
Long Beach,no,yes,1918,2,1,156463
Westwood,yes,no,1411,2,1,367845
Santa Monica,yes,yes,2317,1,1,749520
Long Beach,no,yes,2078,3,2,415167
Westwood,no,yes,1978,2,1,476358
Santa Monica,yes,yes,2263,4,3,770656
Westwood,yes,no,2277,2,1,857189
Long Beach,no,no,1952,3,2,526994
Long Beach,no,yes,2571,5,4,194889
Westwood,no,yes,1732,3,2,459417
Santa Monica,yes,yes,2285,3,2,1030713
Santa Monica,no,yes,2707,5,4,1272918
Long Beach,no,yes,2783,2,1,726824
Long Beach,yes,yes,2052,2,1,710605
Santa Monica,no,yes,1362,4,3,423679
Long Beach,no,no,2283,3,2,382788
Westwood,no,yes,1824,4,3,397490
Westwood,no,yes,2303,3,2,604285
Westwood,no,yes,2863,5,4,476723
Santa Monica,no,yes,1589,3,2,708374
Westwood,no,no,1874,2,1,569644
Long Beach,no,yes,1972,6,5,614021
Santa Monica,yes,yes,1803,4,3,934299
Westwood,no,no,2181,2,1,846361
Long Beach,no,yes,1761,4,3,539349
Long Beach,no,yes,1634,2,1,622113
Long Beach,no,yes,1979,3,2,509865
Long Beach,no,no,1952,4,3,454756
Long Beach,no,yes,2346,2,1,882399
Westwood,no,yes,2599,4,3,837595
Santa Monica,no,no,2441,2,1,1009078
Westwood,no,yes,2645,6,5,865543
Long Beach,no,no,1836,1,1,526580
Westwood,yes,yes,2325,3,2,618415
Long Beach,no,yes,1473,3,2,343888
Santa Monica,no,yes,1927,2,1,750782
Westwood,yes,yes,2213,5,4,598840
Santa Monica,no,yes,1625,1,1,397966
Santa Monica,no,yes,2485,1,1,758717
Santa Monica,no,yes,1586,4,3,319023
Long Beach,no,yes,1258,1,1,395775
Westwood,no,no,2238,7,6,723493
Westwood,yes,yes,2239,2,1,476437
Westwood,no,yes,2001,2,1,680112
Westwood,no,yes,1983,2,1,808957
Santa Monica,no,yes,2488,5,4,1163641
Santa Monica,no,yes,2233,2,1,588494
Long Beach,no,no,1719,3,2,557552
Long Beach,no,yes,1758,3,2,292497
Santa Monica,no,yes,1605,3,2,416110
Westwood,yes,yes,2173,2,1,615416
Santa Monica,no,yes,2435,2,1,1215944
Santa Monica,yes,no,1732,4,3,486076
Long Beach,yes,yes,1686,3,2,451918
Long Beach,no,yes,2434,3,2,801363
Long Beach,no,yes,2748,3,2,473917
Long Beach,no,yes,2792,3,2,1041669
Santa Monica,no,no,1840,2,1,413197
Long Beach,no,no,2394,3,2,616406
Westwood,yes,no,1744,3,2,380509
Westwood,no,yes,2003,3,2,631224
Westwood,no,yes,2788,9,8,1117980
Westwood,no,yes,2349,3,2,488313
Long Beach,no,yes,1806,3,2,191477
Long Beach,no,no,1847,1,1,764578
Long Beach,no,yes,2060,4,3,464362
Long Beach,no,yes,2677,4,3,630463
Santa Monica,yes,yes,2140,2,1,834434
Long Beach,no,no,1691,2,1,558161
Westwood,no,no,2040,4,3,448820
Santa Monica,no,yes,1637,4,3,560457
Santa Monica,no,yes,2000,4,3,666853
Long Beach,no,no,1714,1,1,275248
Long Beach,no,no,1545,4,3,238874
Santa Monica,no,yes,1566,2,1,591323
Westwood,no,yes,2042,1,1,641638
Long Beach,no,yes,2349,2,1,762376
Long Beach,no,yes,3126,3,2,596970
Westwood,no,no,1990,4,3,650653
Santa Monica,no,yes,2729,1,1,1227739
Long Beach,yes,yes,1656,1,1,313223
Westwood,no,yes,2051,2,1,657234
Westwood,no,no,2564,4,3,1118318
Santa Monica,yes,no,1544,2,1,668271
Santa Monica,yes,yes,1660,2,1,604767
Long Beach,no,no,2258,4,3,504113
Long Beach,no,no,1435,1,1,301879
Long Beach,yes,yes,1987,4,3,252613
Long Beach,no,no,1965,1,1,230393
Long Beach,yes,yes,1400,2,1,273244
Long Beach,no,yes,2089,3,2,470311
Long Beach,no,yes,1459,1,1,201961
Santa Monica,no,yes,2587,2,1,832480
Long Beach,no,yes,2033,2,1,830571
Long Beach,no,yes,2251,2,1,495620
Santa Monica,no,yes,1297,4,3,210792
Westwood,no,no,1362,2,1,519065
Westwood,no,yes,2082,2,1,226661
Westwood,no,yes,1677,2,1,530638
Santa Monica,no,yes,1731,3,2,742882
Long Beach,no,yes,1291,2,1,468993
Long Beach,no,yes,1973,3,2,546055
Westwood,no,yes,1621,4,3,564026
Long Beach,no,no,2409,2,1,682161
Westwood,yes,yes,2663,3,2,900304
Santa Monica,yes,yes,1376,2,1,345097
Santa Monica,no,yes,2173,8,7,499493
Long Beach,yes,yes,1799,2,1,381485
Westwood,no,yes,1289,2,1,403863
Westwood,no,yes,1582,3,2,291089
Long Beach,no,no,1351,1,1,313864
Santa Monica,no,no,1858,6,5,483599
Long Beach,no,no,1747,3,2,626673
Long Beach,no,yes,2152,3,2,566274
Long Beach,no,yes,1920,2,1,947657
Santa Monica,no,yes,1917,3,2,869838
Long Beach,yes,yes,2670,4,3,486161
Westwood,no,no,2000,2,1,545605
Westwood,no,yes,2343,4,3,807882
Long Beach,no,yes,2606,8,7,686553
Westwood,no,yes,1947,4,3,704971
Santa Monica,no,no,1970,2,1,482462
Santa Monica,no,yes,2038,3,2,737600
Long Beach,yes,yes,2336,5,4,668911
Westwood,no,no,2245,4,3,683346
Long Beach,no,yes,2176,3,2,560397
Long Beach,no,yes,2266,5,4,578564
Long Beach,yes,yes,2574,5,4,678412
Long Beach,no,yes,1877,1,1,294614
Long Beach,yes,yes,2320,2,1,803724
Long Beach,no,no,2288,4,3,380965
Long Beach,no,yes,2548,3,2,587879
Long Beach,no,yes,1598,4,3,371979
Santa Monica,no,yes,1500,1,1,595932
Long Beach,no,yes,2248,5,4,656029
Westwood,no,yes,1920,2,1,431711
Westwood,no,no,2620,3,2,961524
Westwood,no,yes,2191,8,7,457157
Santa Monica,no,no,2402,6,5,1200995
Long Beach,yes,yes,2191,1,1,571582
Westwood,yes,yes,1660,1,1,418153
Westwood,no,yes,2396,4,3,921609
Long Beach,no,no,2090,1,1,393691
Santa Monica,no,yes,2142,1,1,598010
Westwood,yes,no,2044,2,1,566852
Long Beach,no,yes,1624,4,3,218204
Santa Monica,no,no,2591,5,4,757919
Westwood,no,yes,1586,3,2,314256
Santa Monica,no,yes,1863,2,1,559069
Long Beach,no,no,2672,1,1,991852
Long Beach,yes,yes,2414,2,1,118938
Long Beach,no,yes,1563,2,1,558488
Santa Monica,no,yes,1548,3,2,233809
Long Beach,no,yes,1840,2,1,277982
Long Beach,no,yes,1970,4,3,201757
Santa Monica,no,yes,1549,4,3,380674
Westwood,yes,yes,2193,3,2,976373
Santa Monica,no,yes,2508,5,4,701067
Long Beach,no,yes,1514,3,2,318686
Long Beach,no,yes,1738,1,1,520055
Long Beach,no,yes,1623,1,1,453014
Long Beach,no,no,2569,8,7,1053886
Santa Monica,no,yes,2108,3,2,867884
Long Beach,no,yes,2735,2,1,1220096
Long Beach,no,yes,1777,2,1,316545
Long Beach,no,yes,1849,2,1,919532
Westwood,no,yes,2366,7,6,599293
Long Beach,no,no,2302,6,5,666102
Westwood,no,yes,1827,3,2,579594
Long Beach,no,yes,2653,3,2,756235
Long Beach,yes,yes,1324,4,3,410398
Santa Monica,no,yes,2253,5,4,784998
Santa Monica,no,yes,1856,2,1,593328
Westwood,no,yes,2419,4,3,939113
Long Beach,no,yes,2611,6,5,667913
Westwood,no,no,2032,3,2,959910
Santa Monica,no,yes,1936,3,2,526698
Long Beach,no,yes,2471,2,1,497435
Long Beach,yes,yes,2816,2,1,1023238
Long Beach,yes,no,1885,2,1,229654
Long Beach,yes,yes,2682,3,2,491778
Long Beach,no,yes,2204,3,2,621926
Long Beach,no,yes,1638,2,1,456282
Long Beach,no,yes,2073,4,3,392188
Westwood,no,yes,1622,4,3,576126
Santa Monica,no,no,1625,1,1,292657
Long Beach,no,yes,2003,3,2,715882
Long Beach,no,yes,2037,6,5,733884
Long Beach,no,no,2491,4,3,576305
Long Beach,no,yes,1858,2,1,501063
Santa Monica,no,yes,1661,3,2,682973
Long Beach,no,yes,2025,2,1,457681
Long Beach,no,yes,1589,2,1,657937
Long Beach,yes,yes,1977,3,2,521458
Santa Monica,no,yes,1605,3,2,416110
Santa Monica,yes,yes,2160,2,1,591409
Santa Monica,no,no,2168,2,1,1025022
Westwood,no,no,1812,2,1,282702
Long Beach,yes,yes,1774,4,3,795047
Long Beach,no,yes,2149,4,3,490268
Santa Monica,yes,no,2162,5,4,1033486
Westwood,no,yes,2387,4,3,804831
Santa Monica,no,yes,1749,3,2,862100
Long Beach,no,yes,2084,2,1,159183
Long Beach,no,yes,1924,3,2,446316
Westwood,no,no,1641,3,2,171429
Santa Monica,no,yes,1772,1,1,534970
Santa Monica,no,yes,1553,1,1,261207
Santa Monica,no,yes,2523,2,1,748418
Westwood,no,yes,2076,1,1,650479
Long Beach,no,yes,1291,1,1,975852
Long Beach,no,yes,1924,1,1,337508
Long Beach,no,no,1789,1,1,217492
Westwood,no,yes,2144,2,1,718963
Santa Monica,no,yes,2188,4,3,848800
Long Beach,no,yes,2335,4,3,631994
Santa Monica,no,yes,1669,3,2,367899
Long Beach,yes,no,2328,4,3,654670
Santa Monica,no,no,1484,2,1,790145
Long Beach,no,yes,2872,5,4,689928
Long Beach,no,yes,1848,2,1,270747
Santa Monica,no,yes,1760,2,1,383199
Santa Monica,no,yes,2739,3,2,907181
Long Beach,no,yes,2131,3,2,197210
Long Beach,no,yes,1956,2,1,682802
Westwood,no,no,1620,2,1,564541
Westwood,no,no,2165,1,1,821760
Long Beach,no,yes,2303,1,1,325283
Westwood,no,yes,2181,5,4,703752
Santa Monica,yes,yes,2134,2,1,702434
Long Beach,no,no,1981,2,1,666457
Westwood,yes,yes,1849,4,3,290618
Westwood,no,no,2131,3,2,741074
Santa Monica,no,yes,1686,1,1,529110
Santa Monica,no,yes,2147,2,1,860697
Santa Monica,no,yes,1554,2,1,478689
Long Beach,no,no,1719,3,2,557552
Long Beach,no,yes,3240,4,3,582366
Long Beach,no,yes,1517,4,3,460190
Santa Monica,no,no,2414,3,2,895854
Long Beach,no,yes,2043,1,1,854782
Long Beach,no,yes,2204,3,2,621926
Westwood,yes,yes,1929,2,1,452385
Long Beach,yes,yes,1132,3,2,568644
Santa Monica,no,yes,1972,4,3,508294
Long Beach,no,yes,1625,3,2,209733
Long Beach,no,yes,1721,4,3,295454
Long Beach,no,yes,2069,4,3,278545
Santa Monica,no,yes,1333,2,1,233637
Westwood,no,yes,2194,3,2,615856
Westwood,yes,no,2482,1,1,852197
Santa Monica,no,no,2809,3,2,841647
Santa Monica,no,yes,1567,2,1,684428
Long Beach,no,yes,1768,4,3,451077
Santa Monica,no,yes,2526,6,5,832064
Long Beach,no,yes,2111,3,2,964450
Long Beach,no,no,1593,2,1,173340
Long Beach,no,yes,1993,2,1,196044
Westwood,yes,yes,1968,4,3,790141
Long Beach,no,yes,2966,3,2,1010802
Long Beach,no,yes,1612,2,1,549419
Long Beach,no,yes,2056,3,2,771307
Santa Monica,yes,no,1803,2,1,722142
Westwood,no,yes,1852,1,1,410710
Long Beach,no,no,2493,1,1,317419
Long Beach,no,yes,2107,2,1,664151
Santa Monica,no,yes,1668,3,2,617486
Santa Monica,no,yes,1478,2,1,352761
Santa Monica,no,yes,2014,5,4,611828
Long Beach,no,yes,1233,3,2,663629
Long Beach,no,no,2079,5,4,106288
Long Beach,no,yes,1925,2,1,690862
Long Beach,no,yes,1983,2,1,477218
Santa Monica,no,no,2023,2,1,593416
Long Beach,no,no,1968,3,2,392826
Long Beach,no,no,2158,4,3,771587
Long Beach,yes,yes,1795,5,4,191905
Long Beach,no,no,2491,4,3,576305
Long Beach,no,yes,1792,4,3,323898
Westwood,no,yes,1816,1,1,513741
Westwood,no,no,1967,3,2,865117
Westwood,no,yes,1896,4,3,456876
Long Beach,no,no,1464,1,1,827750
Westwood,no,no,1572,1,1,654993
Santa Monica,yes,yes,2454,4,3,868922
Long Beach,no,no,1582,5,4,601286
Santa Monica,yes,no,2234,1,1,712452
Santa Monica,no,no,2062,4,3,500744
Long Beach,no,no,1934,3,2,242708
Long Beach,no,yes,1801,2,1,818798
Long Beach,no,yes,2273,2,1,262539
Long Beach,no,yes,1732,2,1,215763
Santa Monica,no,yes,1876,4,3,604854
Long Beach,no,yes,2596,5,4,1221581
Long Beach,no,yes,1518,4,3,265820
Westwood,no,no,2440,2,1,393048
Long Beach,yes,yes,1627,2,1,454687
Long Beach,no,yes,1847,2,1,615713
Long Beach,no,yes,1841,2,1,426621
Santa Monica,no,yes,1499,1,1,576475
Santa Monica,no,yes,1880,3,2,980984
Long Beach,yes,no,2064,3,2,422467
Long Beach,no,yes,2019,1,1,766598
Santa Monica,no,no,2167,2,1,765026
Long Beach,no,yes,1563,2,1,558488
Santa Monica,no,no,1994,4,3,830145
Long Beach,no,no,1907,2,1,651369
Santa Monica,no,yes,1449,3,2,210234
Westwood,yes,yes,2276,3,2,734374
Long Beach,no,yes,2335,3,2,691032
Long Beach,no,no,2549,6,5,411933
Westwood,no,no,1901,4,3,837754
Long Beach,no,yes,1757,2,1,213425
Santa Monica,yes,yes,1775,3,2,616887
Long Beach,no,yes,1586,2,1,172023
Westwood,no,yes,1912,3,2,575240
Santa Monica,no,no,2318,2,1,926224
Long Beach,no,no,1629,2,1,492217
Westwood,no,no,2430,2,1,342371
Long Beach,yes,no,1960,6,5,313758
Westwood,yes,yes,1631,3,2,456341
Westwood,no,yes,2217,2,1,631953
Long Beach,no,yes,2522,4,3,957959
Santa Monica,no,no,1973,4,3,769255
Long Beach,no,no,1660,1,1,198348
Westwood,no,no,1529,2,1,839758
Santa Monica,no,yes,1900,1,1,486425
Long Beach,no,no,2204,1,1,471821
Westwood,no,yes,2599,4,3,837595
Santa Monica,yes,yes,2410,3,2,625454
Santa Monica,no,no,1697,3,2,374494
Santa Monica,no,yes,1843,4,3,466523
Long Beach,no,yes,1935,2,1,391741
